state,month,motherage,births,,
Utah,9,35-39,477,1615,
Utah,9,40-44,119,596,
Utah,10,15-19,92,211,
Utah,10,20-24,704,796,
Utah,10,25-29,1350,2054,
Utah,10,30-34,1105,2455,
Utah,10,35-39,514,1619,
Utah,10,40-44,109,623,
Utah,11,15-19,100,209,
Utah,11,20-24,686,786,
Utah,11,25-29,1241,1927,
Utah,11,30-34,965,2206,
Utah,11,35-39,452,1417,
Utah,11,40-44,99,551,
Utah,12,15-19,90,189,
Utah,12,20-24,715,805,
Utah,12,25-29,1344,2059,
Utah,12,30-34,1056,2400,
Utah,12,35-39,479,1535,
Utah,12,40-44,118,597,
Vermont,1,15-19,13,131,
Vermont,1,20-24,53,66,
Vermont,1,25-29,90,143,
Vermont,1,30-34,131,221,
Vermont,1,35-39,77,208,
Vermont,1,40-44,17,94,
Vermont,2,20-24,64,81,
Vermont,2,25-29,100,164,
Vermont,2,30-34,113,213,
Vermont,2,35-39,81,194,
Vermont,2,40-44,16,97,
Vermont,3,15-19,16,32,
Vermont,3,20-24,57,73,
Vermont,3,25-29,125,182,
Vermont,3,30-34,143,268,
Vermont,3,35-39,84,227,
Vermont,3,40-44,12,96,
Vermont,4,15-19,12,24,
Vermont,4,20-24,53,65,
Vermont,4,25-29,105,158,
Vermont,4,30-34,124,229,
Vermont,4,35-39,97,221,
Vermont,4,40-44,22,119,
Vermont,5,15-19,14,36,
Vermont,5,20-24,48,62,
Vermont,5,25-29,119,167,
Vermont,5,30-34,163,282,
Vermont,5,35-39,84,247,
Vermont,5,40-44,20,104,
Vermont,6,20-24,52,72,
Vermont,6,25-29,123,175,
Vermont,6,30-34,142,265,
Vermont,6,35-39,93,235,
Vermont,6,40-44,25,118,
Vermont,7,20-24,43,68,
Vermont,7,25-29,120,163,
Vermont,7,30-34,134,254,
Vermont,7,35-39,90,224,
Vermont,7,40-44,24,114,
Vermont,8,15-19,15,39,
Vermont,8,20-24,70,85,
Vermont,8,25-29,110,180,
Vermont,8,30-34,134,244,
Vermont,8,35-39,104,238,
Vermont,8,40-44,19,123,
Vermont,9,20-24,46,65,
Vermont,9,25-29,93,139,
Vermont,9,30-34,142,235,
Vermont,9,35-39,88,230,
Vermont,9,40-44,23,111,
Vermont,10,20-24,57,80,
Vermont,10,25-29,96,153,
Vermont,10,30-34,152,248,
Vermont,10,35-39,96,248,
Vermont,10,40-44,15,111,
Vermont,11,15-19,10,25,
Vermont,11,20-24,60,70,
Vermont,11,25-29,84,144,
Vermont,11,30-34,137,221,
Vermont,11,35-39,88,225,
Vermont,11,40-44,16,104,
Vermont,12,20-24,60,76,
Vermont,12,25-29,105,165,
Vermont,12,30-34,144,249,
Vermont,12,35-39,78,222,
Vermont,12,40-44,22,100,
Virginia,1,15-19,245,267,
Virginia,1,20-24,1177,1422,
Virginia,1,25-29,2047,3224,
Virginia,1,30-34,2424,4471,
Virginia,1,35-39,1502,3926,
Virginia,1,40-44,317,1819,
Virginia,1,45-49,32,,
Virginia,2,15-19,251,283,
Virginia,2,20-24,1127,1378,
Virginia,2,25-29,1966,3093,
Virginia,2,30-34,2315,4281,
Virginia,2,35-39,1379,3694,
Virginia,2,40-44,323,1702,
Virginia,2,45-49,25,,
Virginia,3,15-19,257,282,
Virginia,3,20-24,1181,1438,
Virginia,3,25-29,2034,3215,
Virginia,3,30-34,2525,4559,
Virginia,3,35-39,1474,3999,
Virginia,3,40-44,358,1832,
Virginia,3,45-49,26,,
Virginia,4,15-19,250,276,
Virginia,4,20-24,1122,1372,
Virginia,4,25-29,2029,3151,
Virginia,4,30-34,2386,4415,
Virginia,4,35-39,1445,3831,
Virginia,4,40-44,340,1785,
Virginia,4,45-49,20,,
Virginia,5,15-19,247,267,
Virginia,5,20-24,1136,1383,
Virginia,5,25-29,2037,3173,
Virginia,5,30-34,2599,4636,
Virginia,5,35-39,1466,4065,
Virginia,5,40-44,351,1817,
Virginia,5,45-49,35,,
Virginia,6,15-19,258,293,
Virginia,6,20-24,1132,1390,
Virginia,6,25-29,2016,3148,
Virginia,6,30-34,2383,4399,
Virginia,6,35-39,1456,3839,
Virginia,6,40-44,343,1799,
Virginia,6,45-49,18,,
Virginia,7,15-19,260,278,
Virginia,7,20-24,1268,1528,
Virginia,7,25-29,2122,3390,
Virginia,7,30-34,2587,4709,
Virginia,7,35-39,1509,4096,
Virginia,7,40-44,357,1866,
Virginia,7,45-49,27,,
Virginia,8,15-19,280,307,
Virginia,8,20-24,1253,1533,
Virginia,8,25-29,2214,3467,
Virginia,8,30-34,2571,4785,
Virginia,8,35-39,1568,4139,
Virginia,8,40-44,383,1951,
Virginia,8,45-49,32,,
Virginia,8,50+,10,,
Virginia,9,15-19,245,255,
Virginia,9,20-24,1163,1408,
Virginia,9,25-29,2046,3209,
Virginia,9,30-34,2474,4520,
Virginia,9,35-39,1535,4009,
Virginia,9,40-44,342,1877,
Virginia,9,45-49,25,,
Virginia,10,15-19,219,244,
Virginia,10,20-24,1254,1473,
Virginia,10,25-29,2122,3376,
Virginia,10,30-34,2523,4645,
Virginia,10,35-39,1555,4078,
Virginia,10,40-44,363,1918,
Virginia,10,45-49,30,,
Virginia,11,15-19,217,247,
Virginia,11,20-24,1124,1341,
Virginia,11,25-29,2002,3126,
Virginia,11,30-34,2455,4457,
Virginia,11,35-39,1369,3824,
Virginia,11,40-44,343,1712,
Virginia,11,45-49,24,,
Virginia,12,15-19,179,203,
Virginia,12,20-24,937,1116,
Virginia,12,25-29,1541,2478,
Virginia,12,30-34,1850,3391,
Virginia,12,35-39,1175,3025,
Virginia,12,40-44,260,1435,
Virginia,12,45-49,19,,
Washington,1,15-19,171,190,
Washington,1,20-24,945,1116,
Washington,1,25-29,1729,2674,
Washington,1,30-34,2138,3867,
Washington,1,35-39,1327,3465,
Washington,1,40-44,292,1619,
Washington,1,45-49,18,,
Washington,2,15-19,164,182,
Washington,2,20-24,913,1077,
Washington,2,25-29,1617,2530,
Washington,2,30-34,2187,3804,
Washington,2,35-39,1254,3441,
Washington,2,40-44,269,1523,
Washington,2,45-49,13,,
Washington,3,15-19,204,217,
Washington,3,20-24,998,1202,
Washington,3,25-29,1790,2788,
Washington,3,30-34,2288,4078,
Washington,3,35-39,1363,3651,
Washington,3,40-44,317,1680,
Washington,3,45-49,19,,
Washington,4,15-19,193,212,
Washington,4,20-24,1026,1219,
Washington,4,25-29,1732,2758,
Washington,4,30-34,2157,3889,
Washington,4,35-39,1249,3406,
Washington,4,40-44,301,1550,
Washington,4,45-49,21,,
Washington,5,15-19,166,187,
Washington,5,20-24,992,1158,
Washington,5,25-29,1880,2872,
Washington,5,30-34,2437,4317,
Washington,5,35-39,1379,3816,
Washington,5,40-44,320,1699,
Washington,5,45-49,23,,
Washington,6,15-19,181,204,
Washington,6,20-24,1024,1205,
Washington,6,25-29,1774,2798,
Washington,6,30-34,2290,4064,
Washington,6,35-39,1336,3626,
Washington,6,40-44,306,1642,
Washington,6,45-49,27,,
Washington,7,15-19,200,227,
Washington,7,20-24,1077,1277,
Washington,7,25-29,1866,2943,
Washington,7,30-34,2393,4259,
Washington,7,35-39,1417,3810,
Washington,7,40-44,315,1732,
Washington,7,45-49,14,,
Washington,8,15-19,209,223,
Washington,8,20-24,1018,1227,
Washington,8,25-29,1959,2977,
Washington,8,30-34,2490,4449,
Washington,8,35-39,1461,3951,
Washington,8,40-44,321,1782,
Washington,8,45-49,21,,
Washington,9,15-19,160,181,
Washington,9,20-24,1011,1171,
Washington,9,25-29,1864,2875,
Washington,9,30-34,2252,4116,
Washington,9,35-39,1286,3538,
Washington,9,40-44,281,1567,
Washington,9,45-49,20,,
Washington,10,15-19,190,210,
Washington,10,20-24,997,1187,
Washington,10,25-29,1786,2783,
Washington,10,30-34,2416,4202,
Washington,10,35-39,1434,3850,
Washington,10,40-44,322,1756,
Washington,10,45-49,23,,
Washington,11,15-19,156,179,
Washington,11,20-24,991,1147,
Washington,11,25-29,1791,2782,
Washington,11,30-34,2106,3897,
Washington,11,35-39,1351,3457,
Washington,11,40-44,261,1612,
Washington,11,45-49,24,,
Washington,12,15-19,166,190,
Washington,12,20-24,973,1139,
Washington,12,25-29,1718,2691,
Washington,12,30-34,2169,3887,
Washington,12,35-39,1314,3483,
Washington,12,40-44,292,1606,
Washington,12,45-49,28,,
West Virginia,1,15-19,73,101,
West Virginia,1,20-24,346,419,
West Virginia,1,25-29,446,792,
West Virginia,1,30-34,329,775,
West Virginia,1,35-39,143,472,
West Virginia,1,40-44,35,178,
West Virginia,2,15-19,92,127,
West Virginia,2,20-24,351,443,
West Virginia,2,25-29,445,796,
West Virginia,2,30-34,333,778,
West Virginia,2,35-39,122,455,
West Virginia,2,40-44,33,155,
West Virginia,3,15-19,70,103,
West Virginia,3,20-24,359,429,
West Virginia,3,25-29,470,829,
West Virginia,3,30-34,344,814,
West Virginia,3,35-39,135,479,
West Virginia,3,40-44,30,165,
West Virginia,4,15-19,70,100,
West Virginia,4,20-24,373,443,
West Virginia,4,25-29,431,804,
West Virginia,4,30-34,317,748,
West Virginia,4,35-39,152,469,
West Virginia,4,40-44,20,172,
West Virginia,5,15-19,80,100,
West Virginia,5,20-24,369,449,
West Virginia,5,25-29,467,836,
West Virginia,5,30-34,337,804,
West Virginia,5,35-39,139,476,
West Virginia,5,40-44,20,159,
West Virginia,6,15-19,67,87,
West Virginia,6,20-24,312,379,
West Virginia,6,25-29,478,790,
West Virginia,6,30-34,351,829,
West Virginia,6,35-39,150,501,
West Virginia,6,40-44,28,178,
West Virginia,7,15-19,81,109,
West Virginia,7,20-24,336,417,
West Virginia,7,25-29,495,831,
West Virginia,7,30-34,393,888,
West Virginia,7,35-39,148,541,
West Virginia,7,40-44,30,178,
West Virginia,8,15-19,78,108,
West Virginia,8,20-24,421,499,
West Virginia,8,25-29,486,907,
West Virginia,8,30-34,367,853,
West Virginia,8,35-39,167,534,
West Virginia,8,40-44,27,194,
West Virginia,9,15-19,90,117,
West Virginia,9,20-24,399,489,
West Virginia,9,25-29,438,837,
West Virginia,9,30-34,319,757,
West Virginia,9,35-39,150,469,
West Virginia,9,40-44,26,176,
West Virginia,10,15-19,96,122,
West Virginia,10,20-24,325,421,
West Virginia,10,25-29,513,838,
West Virginia,10,30-34,357,870,
West Virginia,10,35-39,136,493,
West Virginia,10,40-44,28,164,
West Virginia,11,15-19,64,92,
West Virginia,11,20-24,366,430,
West Virginia,11,25-29,413,779,
West Virginia,11,30-34,315,728,
West Virginia,11,35-39,143,458,
West Virginia,11,40-44,34,177,
West Virginia,12,15-19,72,106,
West Virginia,12,20-24,316,388,
West Virginia,12,25-29,417,733,
West Virginia,12,30-34,322,739,
West Virginia,12,35-39,144,466,
West Virginia,12,40-44,20,164,
Wisconsin,1,15-19,142,162,
Wisconsin,1,20-24,698,840,
Wisconsin,1,25-29,1373,2071,
Wisconsin,1,30-34,1541,2914,
Wisconsin,1,35-39,749,2290,
Wisconsin,1,40-44,152,901,
Wisconsin,1,45-49,10,,
Wisconsin,2,15-19,156,166,
Wisconsin,2,20-24,743,899,
Wisconsin,2,25-29,1389,2132,
Wisconsin,2,30-34,1539,2928,
Wisconsin,2,35-39,740,2279,
Wisconsin,2,40-44,157,897,
Wisconsin,3,15-19,164,321,
Wisconsin,3,20-24,759,923,
Wisconsin,3,25-29,1460,2219,
Wisconsin,3,30-34,1653,3113,
Wisconsin,3,35-39,769,2422,
Wisconsin,3,40-44,144,913,
Wisconsin,4,15-19,151,295,
Wisconsin,4,20-24,742,893,
Wisconsin,4,25-29,1458,2200,
Wisconsin,4,30-34,1621,3079,
Wisconsin,4,35-39,761,2382,
Wisconsin,4,40-44,138,899,
Wisconsin,4,45-49,11,,
Wisconsin,5,15-19,156,167,
Wisconsin,5,20-24,792,948,
Wisconsin,5,25-29,1505,2297,
Wisconsin,5,30-34,1794,3299,
Wisconsin,5,35-39,824,2618,
Wisconsin,5,40-44,154,978,
Wisconsin,6,15-19,144,298,
Wisconsin,6,20-24,759,903,
Wisconsin,6,25-29,1500,2259,
Wisconsin,6,30-34,1697,3197,
Wisconsin,6,35-39,779,2476,
Wisconsin,6,40-44,159,938,
Wisconsin,7,15-19,161,320,
Wisconsin,7,20-24,761,922,
Wisconsin,7,25-29,1548,2309,
Wisconsin,7,30-34,1809,3357,
Wisconsin,7,35-39,821,2630,
Wisconsin,7,40-44,156,977,
Wisconsin,8,15-19,154,310,
Wisconsin,8,20-24,803,957,
Wisconsin,8,25-29,1557,2360,
Wisconsin,8,30-34,1842,3399,
Wisconsin,8,35-39,829,2671,
Wisconsin,8,40-44,160,989,
Wisconsin,9,15-19,177,337,
Wisconsin,9,20-24,756,933,
Wisconsin,9,25-29,1404,2160,
Wisconsin,9,30-34,1632,3036,
Wisconsin,9,35-39,765,2397,
Wisconsin,9,40-44,157,922,
Wisconsin,10,15-19,145,302,
Wisconsin,10,20-24,751,896,
Wisconsin,10,25-29,1470,2221,
Wisconsin,10,30-34,1645,3115,
Wisconsin,10,35-39,794,2439,
Wisconsin,10,40-44,171,965,
Wisconsin,11,15-19,150,321,
Wisconsin,11,20-24,689,839,
Wisconsin,11,25-29,1312,2001,
Wisconsin,11,30-34,1533,2845,
Wisconsin,11,35-39,759,2292,
Wisconsin,11,40-44,179,938,
Wisconsin,12,15-19,151,330,
Wisconsin,12,20-24,742,893,
Wisconsin,12,25-29,1444,2186,
Wisconsin,12,30-34,1649,3093,
Wisconsin,12,35-39,774,2423,
Wisconsin,12,40-44,171,945,
Wisconsin,12,45-49,10,,
Wyoming,1,15-19,29,39,
Wyoming,1,20-24,104,133,
Wyoming,1,25-29,154,258,
Wyoming,1,30-34,120,274,
Wyoming,1,35-39,64,184,
Wyoming,1,40-44,11,75,
Wyoming,2,15-19,24,35,
Wyoming,2,20-24,103,127,
Wyoming,2,25-29,169,272,
Wyoming,2,30-34,101,270,
Wyoming,2,35-39,75,176,
Wyoming,2,40-44,15,90,
Wyoming,3,15-19,29,44,
Wyoming,3,20-24,126,155,
Wyoming,3,25-29,167,293,
Wyoming,3,30-34,139,306,
Wyoming,3,35-39,51,190,
Wyoming,3,40-44,13,64,
Wyoming,4,15-19,29,42,
Wyoming,4,20-24,116,145,
Wyoming,4,25-29,158,274,
Wyoming,4,30-34,147,305,
Wyoming,4,35-39,61,208,
Wyoming,4,40-44,12,73,
Wyoming,5,15-19,16,28,
Wyoming,5,20-24,123,139,
Wyoming,5,25-29,160,283,
Wyoming,5,30-34,144,304,
Wyoming,5,35-39,67,211,
Wyoming,5,40-44,12,79,
Wyoming,6,15-19,22,34,
Wyoming,6,20-24,101,123,
Wyoming,6,25-29,168,269,
Wyoming,6,30-34,151,319,
Wyoming,6,35-39,69,220,
Wyoming,6,40-44,15,84,
Wyoming,7,15-19,25,40,
Wyoming,7,20-24,123,148,
Wyoming,7,25-29,162,285,
Wyoming,7,30-34,134,296,
Wyoming,7,35-39,73,207,
Wyoming,7,40-44,14,87,
Wyoming,8,15-19,27,41,
Wyoming,8,20-24,134,161,
Wyoming,8,25-29,141,275,
Wyoming,8,30-34,156,297,
Wyoming,8,35-39,66,222,
Wyoming,8,40-44,13,79,
Wyoming,9,15-19,19,32,
Wyoming,9,20-24,103,122,
Wyoming,9,25-29,151,254,
Wyoming,9,30-34,143,294,
Wyoming,9,35-39,57,200,
Wyoming,10,15-19,17,74,
Wyoming,10,20-24,125,142,
Wyoming,10,25-29,162,287,
Wyoming,10,30-34,133,295,
Wyoming,10,35-39,76,209,
Wyoming,10,40-44,11,87,
Wyoming,11,15-19,28,39,
Wyoming,11,20-24,88,116,
Wyoming,11,25-29,146,234,
Wyoming,11,30-34,116,262,
Wyoming,11,35-39,50,166,
Wyoming,11,40-44,14,64,
Wyoming,12,15-19,24,38,
Wyoming,12,20-24,116,140,
Wyoming,12,25-29,163,279,
Wyoming,12,30-34,125,288,
Wyoming,12,35-39,51,176,
Wyoming,12,40-44,14,65,
